"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000002745",7.28561888515924,-0.616755840396904,1.02005314561529,-0.604631085201824,0.54542414747674,NA
"ENSG00000002746",126.130005973738,0.193681254724162,0.308349478771305,0.628122529981023,0.529923674967357,0.788533509273002
"ENSG00000002822",351.152304336473,-0.0573898319667833,0.1500341164122,-0.382511880225374,0.702081718535929,0.893013427123082
"ENSG00000002834",8609.18275618938,0.416875055371326,0.108296983617064,3.84936903547923,0.000118422479337499,0.00183011066282288
"ENSG00000002919",251.500095596273,0.341973669874996,0.144338780690996,2.36924316692893,0.0178245300410421,0.0988113131301545
"ENSG00000002933",546.441449222623,0.404466498425364,1.40062631378887,0.288775453126559,0.772753217770892,0.925756744263986
"ENSG00000003056",1837.96769229328,-0.00770187687693203,0.100389433711755,-0.0767199952441824,0.938846297516535,0.983555502335483
"ENSG00000003096",414.075308683702,-0.964578629321609,0.19174190427163,-5.03060941730892,4.88923265884402e-07,1.49289170601195e-05
"ENSG00000003137",106.506412172302,-1.03077632905588,0.583074413477205,-1.76782980907835,0.0770893599137786,0.267760568986994
"ENSG00000003147",9.33188603208963,0.254911504755256,0.570505284737078,0.446817078780846,0.655007138941647,NA
"ENSG00000003249",122.242063046478,-0.368497975015858,0.353315002468226,-1.04297290644769,0.296960841170868,0.600626063988938
"ENSG00000003393",860.859802380907,0.054891935219465,0.166834695847813,0.329019901648861,0.742140645414426,0.912907738369192
"ENSG00000003400",95.3711570248671,-0.178398908375821,0.354603466801205,-0.503094089815636,0.614898121801094,0.845066429644062
"ENSG00000003402",3368.72335143759,1.16249955503504,0.126138593252838,9.21604978347009,3.0824709001495e-20,7.9125460648753e-18
"ENSG00000003436",5053.34063480256,-0.325443615737943,0.199411744750532,-1.63201829533701,0.102675632126607,0.322727153591384
"ENSG00000003509",302.835086615061,-0.100895148270142,0.12509010732171,-0.806579756228507,0.419908640724291,0.713270117067002
"ENSG00000003756",2957.87449781706,-0.183767842696343,0.0805067784647032,-2.2826381355815,0.0224516926512461,0.115147607586563
"ENSG00000003987",30.2673614014711,0.754687159849655,0.350816093215773,2.15123300910109,0.0314578128462473,0.146009370381985
"ENSG00000003989",39.5398447202775,0.586932349134433,0.730281578310068,0.803706907810332,0.421566263729542,0.714323233853648
"ENSG00000004059",1684.3217819095,0.379689771039626,0.11419425366867,3.32494638601764,0.000884355393159236,0.00941039458849753
"ENSG00000004139",312.643392000576,-0.0807770695340666,0.20499248886621,-0.394048923357316,0.693544919624405,0.889780575004936
"ENSG00000004142",1468.18173216884,0.152287930258555,0.127375714151617,1.19558058043376,0.231860273432128,0.523015168473276
"ENSG00000004399",3661.96471974267,-0.0519472643852776,0.217224517165787,-0.239140890094055,0.810996335735865,0.941262894070019
"ENSG00000004455",1236.90625297069,-0.0918567972106076,0.164577790992587,-0.558136044095677,0.576751489362384,0.821567090518558
"ENSG00000004468",5.59935950029571,0.241581280750895,0.814160769398313,0.296724295533706,0.766677006808388,NA
"ENSG00000004478",612.469678830193,-0.0030383219142648,0.166569999965482,-0.0182405109857383,0.985446984911878,0.995355988415713
"ENSG00000004487",1255.80031118487,-0.334105525803972,0.096038368546888,-3.47887548340489,0.000503522488082802,0.00602833840475418
"ENSG00000004534",1306.14906893784,-0.303531255147873,0.158959516858041,-1.90948778121252,0.0561991964866418,0.217793457213457
"ENSG00000004660",79.865424377978,-0.645176178926641,0.37810279964317,-1.70635123446724,0.0879427042577023,0.291633951386666
"ENSG00000004700",1510.20849871797,0.409553280859455,0.11916232676488,3.43693591740238,0.000588334782724294,0.00677211546964412
"ENSG00000004766",495.212595858396,-0.114356684939005,0.129941106529436,-0.880065500389585,0.378823827184713,0.677801189342762
"ENSG00000004776",12520.3502740741,-0.154542224152934,0.245604661253369,-0.629231641469157,0.529197416701307,0.787974866401555
"ENSG00000004777",104.39554381318,-0.471433085352391,0.409422542902864,-1.15145854453901,0.249543640579024,0.544511128678639
"ENSG00000004779",366.340319770589,0.109903471791775,0.136529808340724,0.804977851558245,0.42083246094706,0.713813439525824
"ENSG00000004799",935.559303330853,2.55967531416087,0.911031411160663,2.80964551035602,0.00495960938100028,0.0378786102245332
"ENSG00000004809",1.40994350389939,0.0528321817709702,1.54297791914757,0.0342404004071281,0.972685450549519,NA
"ENSG00000004838",16.3434516100777,-0.923936691699365,0.411508242285385,-2.24524467983464,0.0247524292456914,0.123402931988883
"ENSG00000004846",22.073292550198,-1.5899519444552,0.649411531151229,-2.44829644714909,0.0143533506435326,0.0843950499198389
"ENSG00000004848",0.13880171053401,0.894699722854173,3.5338115409304,0.253182636507722,0.800127083554548,NA
"ENSG00000004864",152.306716934468,0.0559735174612613,0.274609505270899,0.203829497475129,0.838486741058818,0.953154821987225
"ENSG00000004866",523.884326788918,-0.61408161905533,0.21208924465879,-2.8953925506372,0.00378684648097771,0.030782745146747
"ENSG00000004897",1680.01793286077,-0.161864823437843,0.100728098673088,-1.60694806682664,0.108065760931261,0.333625081491124
"ENSG00000004939",8.67357060287904,-0.609551433429695,0.567082211234917,-1.07489076778179,0.282423635837969,NA
"ENSG00000004948",0,NA,NA,NA,NA,NA
"ENSG00000004961",435.963192136172,-0.166362112576105,0.141786728980855,-1.17332640206806,0.240664938547068,0.533196504300434
"ENSG00000004975",1003.16479833127,-0.346747940303978,0.162599798918853,-2.13252379529096,0.0329638104609017,0.150963685948097
"ENSG00000005001",0,NA,NA,NA,NA,NA
"ENSG00000005007",2286.27675995712,0.221287272783174,0.0941992558626487,2.34914034889864,0.0188168126301068,0.102326975685087
"ENSG00000005020",752.819690039845,0.0733029402924764,0.150904592180855,0.485756856256731,0.627139566832848,0.85298866095047
"ENSG00000005022",1300.3667432696,-0.0771831248020253,0.116845445287526,-0.660557410792501,0.508896189257244,0.77620497628136
"ENSG00000005059",215.744400092371,0.223333752600798,0.257311169187056,0.867952033743401,0.385420591813108,0.684393816743994
"ENSG00000005073",0.424982332670398,-1.07930236636225,2.58025387823667,-0.418293089476855,0.675732841564375,NA
"ENSG00000005075",614.656589191918,0.0987773493243687,0.160706698122308,0.614643636379069,0.538790090092102,0.795453866957909
"ENSG00000005100",502.327471136299,0.314431865484891,0.130849122697908,2.40301088002569,0.0162607036292721,0.0927224334365444
"ENSG00000005102",0.442262621211789,-2.19311639032443,3.46383756581174,-0.633146430413079,0.526638024312906,NA
"ENSG00000005108",12.5069565681574,0.931825433823186,0.623894022310263,1.4935636510391,0.135289705998602,0.380706539826983
"ENSG00000005156",284.20157559638,-0.385473065910858,0.204307350860465,-1.88673126193156,0.0591964806370346,0.225599068758905
"ENSG00000005175",347.42491006876,-0.199143010245021,0.288689162982065,-0.689818101199016,0.49030858400962,0.762986007716731
"ENSG00000005187",26.7924966379797,-0.327506483008379,0.412451020527384,-0.794049394251977,0.427166676537594,0.718188201172497
"ENSG00000005189",79.0300154216569,-0.439826193613896,0.271072683962986,-1.6225397084789,0.104687838023097,0.326813571144568
"ENSG00000005194",458.750922474384,0.128001736266057,0.161088911318203,0.794603025239971,0.426844458014971,0.717819384270028
"ENSG00000005206",687.428245938322,0.101318274776521,0.139402935093767,0.726801589280533,0.467347509366079,0.747502863209371
"ENSG00000005238",705.733199499233,-0.205823489524858,0.115328505483297,-1.78467143627962,0.0743146266813341,0.26137831423335
"ENSG00000005243",993.989596404182,-0.10656897750658,0.185248561010503,-0.575275602278701,0.565104919211009,0.81510105034494
"ENSG00000005249",301.336933757971,0.660280961014519,0.225566737068203,2.92720890321198,0.00342019064584482,0.0283984579667323
"ENSG00000005302",469.935385547665,0.190286827870619,0.159050032796074,1.19639603038998,0.231542049698473,0.522725930281313
"ENSG00000005339",2604.13968768159,-0.104401332172608,0.135777656823479,-0.768913933375191,0.441944405343763,0.729978007606754
"ENSG00000005379",158.961412885247,0.120941682055535,0.284870280471168,0.424550015731725,0.671164737312689,0.877828408215641
"ENSG00000005381",7.12408517617175,1.17019134148191,1.30316102492104,0.897963735182157,0.369204883576479,NA
"ENSG00000005421",0.106546340246823,-0.5479727975451,3.5338115409304,-0.155065653954152,0.876769558794206,NA
"ENSG00000005436",302.967289999217,0.15695906515113,0.139209882251556,1.12749944624981,0.25953137450171,0.55698067043661
"ENSG00000005448",234.24445737531,0.280155169186916,0.158303055516232,1.7697394928564,0.0767705476718641,0.267100837236476
"ENSG00000005469",422.232491862876,-0.273993709010041,0.243915852509748,-1.12331243004835,0.261304826512344,0.559599826347553
"ENSG00000005471",33.2839581855106,-1.22916811609886,0.509500416060933,-2.41249678577664,0.0158436771395279,0.0909944976405572
"ENSG00000005483",1867.57277020935,0.0138035781207274,0.131030399674292,0.105346378817736,0.916100962713221,0.977204471072808
"ENSG00000005486",856.445860419445,-0.151783526798126,0.189515705010569,-0.800902103546837,0.423188322236473,0.715624609472644
"ENSG00000005513",4.19025057528613,-0.66473914985788,1.0193179324939,-0.652141131503012,0.51431013205496,NA
"ENSG00000005700",579.449582755315,-0.0875213502560936,0.132880287580813,-0.658648109885118,0.51012176143497,0.777127043954393
"ENSG00000005801",220.819344240061,-0.245459370014944,0.221066529576012,-1.11034162650364,0.266851841959734,0.566032373456606
"ENSG00000005810",2862.99024994653,-0.0627162845815639,0.12043529339962,-0.52074672474507,0.602543220209421,0.839002388567962
"ENSG00000005812",1499.03049853399,0.408597279763834,0.171642594415562,2.38051214009609,0.0172885913592421,0.0969483723710912
"ENSG00000005844",3.21951546901152,-0.938815055265357,1.14112424414989,-0.822710638283521,0.41067256420188,NA
"ENSG00000005882",1066.40685200078,-0.12792118171723,0.145631561059025,-0.878389140286582,0.379732575701702,0.678398065192079
"ENSG00000005884",1294.27596518976,0.333534620078867,0.276376751675488,1.20681141976259,0.227504777129669,0.516885666010927
"ENSG00000005889",800.115454708102,0.0162935634136145,0.227734262436319,0.0715463858591353,0.942962908542809,0.985126994075221
"ENSG00000005893",5133.58060707205,0.0430752555250925,0.0826645473310485,0.521084998537379,0.602307560800423,0.838954107267766
"ENSG00000005961",10.2882547896421,-0.619822633492839,0.637196518934595,-0.972733866357579,0.330685588887818,0.636855702404121
"ENSG00000005981",6.43695995371267,-0.629663993691239,0.791503566246505,-0.79552894079461,0.426305883042078,NA
"ENSG00000006007",2603.73463702376,0.180766912818257,0.146939239347533,1.23021538440604,0.218616460356097,0.50506794367343
"ENSG00000006015",386.908775735769,-0.053175273751821,0.320215053322793,-0.166061130481013,0.86810884276385,0.962595056357171
"ENSG00000006016",160.452316906975,0.19213046994242,0.492939506101157,0.389764803925034,0.69671047190329,0.890964643174366
"ENSG00000006025",160.463406583492,-0.652554601970709,0.315114137862786,-2.07085155365152,0.0383726707342827,0.166902383190899
"ENSG00000006042",3151.10977435982,0.00904096047030021,0.0981847999692788,0.0920810601348585,0.926633636336158,0.979848296697805
"ENSG00000006047",0.673880264953231,-0.288288992771646,2.11000864922322,-0.13662929432909,0.891323820110379,NA
"ENSG00000006059",0,NA,NA,NA,NA,NA
"ENSG00000006062",258.268778963446,-0.584187742450788,0.273247251714315,-2.13794553755134,0.0325211637500742,0.149433563408639
"ENSG00000006071",0,NA,NA,NA,NA,NA
"ENSG00000006116",0.450684746143017,-1.01557138430498,3.11297552348532,-0.326238152739453,0.744244177345309,NA
"ENSG00000006118",458.98540697157,-0.549888036433404,0.221087251531984,-2.48719920584771,0.0128753281274989,0.0782491350284795
"ENSG00000006125",6730.77886718365,0.0802578614252556,0.108527831422293,0.739514098581442,0.459594881897433,0.741708295861303
"ENSG00000006128",0.66128073055551,1.96247700003909,3.45793653412284,0.567528345495476,0.570355274101014,NA
"ENSG00000006194",551.635247266725,0.111690123228123,0.102590118815163,1.08870254287701,0.276285080084532,0.576796707393139
"ENSG00000006210",15.8841012169951,0.950279868961199,0.613169636819833,1.54978298320473,0.121193612702729,0.357444452654885
"ENSG00000006282",1394.30895675099,-0.106981530767098,0.168558648654366,-0.634684316830674,0.525634324228843,0.786189060179555
"ENSG00000006283",61.3642320498775,-1.17347549844759,0.461209913944879,-2.54434144403027,0.0109484004702792,0.0691754380986146
"ENSG00000006327",587.259201120954,-0.146104464368188,0.321307056543259,-0.45471912736693,0.649311318366719,0.865653161678165
"ENSG00000006377",0.186293186425353,0.894699722854173,3.5338115409304,0.253182636507722,0.800127083554548,NA
"ENSG00000006432",6.99503209019926,-0.218563956251837,0.735202753912782,-0.297283919420363,0.766249757440441,NA
"ENSG00000006451",1108.16420749476,-0.569179433484942,0.210671518781933,-2.70173888134401,0.0068977910296629,0.0483025745828956
"ENSG00000006453",212.928764376348,-0.273778930114708,0.157637938516812,-1.73675786863649,0.0824299185462531,0.279409381464414
"ENSG00000006459",410.885814318294,0.00560167733292429,0.312423497967683,0.0179297567864237,0.985694890343932,0.995355988415713
"ENSG00000006468",210.179164493274,0.0486120622107036,0.406144751487551,0.119691469685762,0.904727557983817,0.973229552217126
"ENSG00000006530",277.887455661785,0.0331563103437823,0.201432210451767,0.164602822306423,0.869256609641745,0.962892622002337
"ENSG00000006534",1145.46216651212,0.427916521981314,0.262825503337104,1.62813926558893,0.103495359331111,0.324386841280976
"ENSG00000006555",4.76708315841851,-0.610580002303652,0.811523361001728,-0.752387462450821,0.451818084083579,NA
"ENSG00000006576",1076.37418478476,-0.416587761528718,0.195871238274763,-2.12684498856509,0.0334329648957501,0.151963461388396
"ENSG00000006606",4.01454411368169,-0.433957880934811,0.899385404120513,-0.482504918299367,0.629447305389455,NA
"ENSG00000006607",957.991889094816,0.595861925335487,0.155053660031997,3.84294008417812,0.000121569155347376,0.00186730715794728
"ENSG00000006611",0,NA,NA,NA,NA,NA
"ENSG00000006625",177.304447555595,-0.108719218236948,0.251338881257285,-0.432560285512119,0.66533424671566,0.874771001519982
"ENSG00000006634",92.842938687114,-0.448347904396749,0.297818726995798,-1.50543892561556,0.132211267774086,0.375554705014773
"ENSG00000006638",64.0929103692678,-0.485251401132977,0.293993814910246,-1.65054969364277,0.0988305582858532,0.315141721623619
"ENSG00000006652",1086.50811752792,-0.0509940198887006,0.218671138829748,-0.233199589857184,0.815606424317777,0.94327707650354
"ENSG00000006659",1.43778491344811,-0.485808154123121,1.54326977281317,-0.314791465938946,0.752919991767886,NA
"ENSG00000006695",181.541477163383,0.196125214278228,0.20280061353718,0.967083929666082,0.333502078449857,0.639110335078208
"ENSG00000006704",291.607449568848,-0.041372389970816,0.235419432246477,-0.17573906102832,0.860498946582524,0.960055439908056
"ENSG00000006712",1114.82190220928,-0.238931913803265,0.129796464174848,-1.84081989692263,0.0656479560439375,0.241670745882326
"ENSG00000006715",2208.49179423824,-0.13960432540234,0.134206350802521,-1.04022145425712,0.298237026188658,0.601918944779748
"ENSG00000006740",43.379700039727,-0.0199689503689519,0.379717673170352,-0.0525889411525843,0.958059428460397,0.990092804096398
"ENSG00000006744",938.900417504683,0.251716749270145,0.153817421524906,1.6364644965095,0.101742410331662,0.320684454624977
"ENSG00000006747",27.7360544388753,0.203422873843481,0.487478817024649,0.41729582238072,0.676462043825307,0.880383058669268
"ENSG00000006756",545.414312401993,-0.0147901884830325,0.15886497582309,-0.0930991139261723,0.92582482136462,0.979848296697805
"ENSG00000006757",168.95903743019,-0.0157237739885231,0.154076056442465,-0.102052027755491,0.918715378437069,0.977935795088987
"ENSG00000006788",11.2024027852827,2.95519566506424,1.06558260348041,2.7733144811223,0.00554884688119863,0.0410739423341902
"ENSG00000006831",1095.78070752679,0.243869398068256,0.0932019222254848,2.61657047671462,0.00888180268459892,0.0589718990172077
"ENSG00000006837",75.3675602917904,-0.148190196448715,0.313415249368041,-0.472823823178739,0.636338876142896,0.858561450261395
"ENSG00000007001",2.00323736390909,-0.284334112908494,1.40169857367739,-0.202849684124695,0.839252522810141,NA
"ENSG00000007038",0.887380960584451,0.607941216458769,1.95110338654454,0.311588417431559,0.755353337869942,NA
"ENSG00000007047",813.83289419152,-0.0377195317853252,0.175117680289075,-0.215395337141629,0.829459105114415,0.949377127188468
"ENSG00000007062",2.45626676455035,-0.552453765236029,1.02526595866588,-0.538839469472785,0.589997626720329,NA
"ENSG00000007080",662.955088766559,0.244243803157059,0.158825019014621,1.53781693005542,0.124093382877822,0.362327797124467
"ENSG00000007129",0,NA,NA,NA,NA,NA
"ENSG00000007168",3974.85824788827,0.0515659543599533,0.103637244894027,0.497561995329781,0.618792796311535,0.847994417726448
"ENSG00000007171",1.482516982495,-0.538363484517111,1.78169943650797,-0.302162908897964,0.76252787785247,NA
"ENSG00000007174",2.70167247050387,0.383779638888486,1.02562238284128,0.374191949502216,0.708261513036177,NA
"ENSG00000007202",6545.03722366678,0.0244029370808376,0.0920226484587652,0.265184033382525,0.790867694239255,0.932188592828509
"ENSG00000007216",0,NA,NA,NA,NA,NA
"ENSG00000007237",425.112222586833,-0.895774919748928,0.960669066386979,-0.932449009852983,NA,NA
"ENSG00000007255",130.451959536511,0.270306675785232,0.242085504303605,1.11657522230755,0.264175990731114,0.562818535923955
"ENSG00000007264",2.94325916834344,0.130029540920417,0.934638476628929,0.139122820397262,0.889353095515045,NA
"ENSG00000007306",0,NA,NA,NA,NA,NA
"ENSG00000007312",2.07733296226224,0.627355655275278,1.53120649872212,0.409713291968682,0.68201627840047,NA
"ENSG00000007314",0.779954153372703,-0.684393456022153,2.0306859795416,-0.337025745446199,0.736097492254044,NA
"ENSG00000007341",281.675425442917,0.215543120141402,0.241297144888055,0.893268423219007,0.371713443721668,0.672271328536502
"ENSG00000007350",0,NA,NA,NA,NA,NA
"ENSG00000007372",40.4540315259517,0.20482599225007,0.515864168537429,0.397054117619353,0.691327553548012,0.888906755263
"ENSG00000007376",258.460977739524,0.120341850177376,0.199984987868301,0.601754418969822,0.547337620150943,0.801624413163422
"ENSG00000007384",1823.38777953572,0.0868116045427597,0.150639122161012,0.576288571636591,0.564420146230606,0.814831723669126
"ENSG00000007392",686.873099124053,-0.103853477906685,0.110159667315047,-0.942754099008608,0.345806694836726,0.650325448439606
"ENSG00000007402",23.7963910924727,0.739536517963044,0.519137318908421,1.42454894115116,0.154287628318439,0.412769145183318
"ENSG00000007516",11.2010825391975,-0.211644977336688,0.707152760685406,-0.299291735963176,0.764717459524112,0.922091325007256
"ENSG00000007520",580.560487206145,0.0714336082152983,0.150656436193737,0.474149064056168,0.635393612949145,0.858050492029853
"ENSG00000007541",653.546283118955,0.221748013687615,0.164697298588196,1.34639739442276,0.178174390796444,0.448887043382508
"ENSG00000007545",622.76848387059,0.166768403599039,0.157642472414054,1.0578900536463,0.290105570284283,0.593015098117893
"ENSG00000007866",1620.52184915199,0.553934461373923,0.156832395054891,3.53201557101801,0.000412405071028477,0.00512797602686887
"ENSG00000007908",0,NA,NA,NA,NA,NA
"ENSG00000007923",977.439461349907,-0.0384290793756296,0.147724381428972,-0.260140397975583,0.794755477244942,0.933794500299308
"ENSG00000007933",877.805740707214,0.313996093721056,0.978772381072815,0.320806042132994,0.748357380267635,0.915794483205667
"ENSG00000007944",345.286662228229,-0.489789864742895,0.152322640726649,-3.21547645449403,0.00130228177587912,0.0129927914991365
"ENSG00000007952",10.1687462516428,0.809128458611108,0.573991511127228,1.40965230831047,0.158642373436269,0.419765294873316
"ENSG00000007968",3.95849086572913,0.162676335961216,0.819783077501618,0.198438270349506,0.842702177335206,NA
"ENSG00000008018",1517.71752051207,0.0478484393435468,0.110936141631038,0.431315156990819,0.666239230957141,0.875479131186814
"ENSG00000008056",17.7167030593017,0.676013565163384,0.458124729306765,1.47561029108018,0.140048540859838,0.388895333942474
"ENSG00000008083",305.072434597756,0.487459854580944,0.151932656612588,3.20839420207016,0.00133478408434834,0.01325562964194
"ENSG00000008086",372.53707879909,-0.172935290532893,0.18903900041225,-0.914812764327791,0.36028993267084,0.661817883473709
"ENSG00000008118",6.947918731314,-0.861305707933938,0.797917010816605,-1.07944271930293,0.280390415853132,NA
"ENSG00000008128",563.813333715399,0.133368795438245,0.368609963168836,0.361815492700499,0.717489913932654,0.900355020839344
"ENSG00000008130",1713.6319552007,0.830141261205872,0.151385287768204,5.48363234924753,4.16680278530014e-08,1.65633144838243e-06
"ENSG00000008196",1.08416182794751,-1.40315172411848,2.31102921166338,-0.607154473442829,0.543748402233035,NA
"ENSG00000008197",0,NA,NA,NA,NA,NA
"ENSG00000008226",8.16270077732332,-0.0171719477358523,0.774036918493319,-0.0221849208036199,0.982300446087071,NA
"ENSG00000008256",3740.92435461127,1.1968352108601,0.207374531183907,5.77137030293615,7.8629466994039e-09,3.76849138488836e-07
"ENSG00000008277",19.3106346175362,-0.0241064269361701,0.474529638109122,-0.0508006771341576,0.959484351300535,0.990104479222647
"ENSG00000008282",1985.33227996644,0.286864094058612,0.139662741870715,2.05397724701811,0.0399778939395113,0.171710944557478
"ENSG00000008283",526.559923099993,0.0461205199046717,0.140844948265116,0.327455975331524,0.7433230356507,0.913694292259544
"ENSG00000008294",2928.30789180736,-0.166798754517565,0.135595725173638,-1.23011809040417,0.218652886650523,0.50506794367343
"ENSG00000008300",96.2831177707404,0.526617369940293,0.302734838388361,1.7395334238497,0.0819409783248684,0.278420306102689
"ENSG00000008311",714.926322098101,1.13782474997719,0.189240333953856,6.01259111207572,1.82581151496228e-09,9.56813681456878e-08
"ENSG00000008323",11.0031983554828,0.405444187986549,0.584041381865079,0.694204555663167,0.487553936050639,0.761394551607231
"ENSG00000008324",122.640499235734,0.570316063532958,0.253286891279742,2.25166040236593,0.0243437408118555,0.121919958530275
"ENSG00000008382",158.890722523391,0.132423892708498,0.205625800843941,0.644004264858772,0.519572668418991,0.782841291900619
"ENSG00000008394",3683.6269984121,0.0040514564715405,0.377714326606949,0.0107262451703519,0.991441858689195,0.997067573871502
"ENSG00000008405",286.125102009691,0.0862976818309488,0.187468459130155,0.460331739170236,0.64527812273768,0.863252851452587
"ENSG00000008438",1.71601671351819,2.69572186153664,1.61974087902673,1.6642920459947,0.0960540811652185,NA
"ENSG00000008441",11031.7971096393,-0.312692593643872,0.144617244236263,-2.16220821586825,0.0306021305559328,0.143511462246457
"ENSG00000008513",1583.37114858265,-0.562139412912087,0.225853185594625,-2.4889594159679,0.0128117589669236,0.0779879781165827
"ENSG00000008516",23.9019134428755,-0.178258532289936,0.486706312995874,-0.366254818419516,0.714174940406235,0.899586234722812
"ENSG00000008517",119.607617110672,-0.900335920469107,0.41563840901778,-2.16615187849637,0.0302995829719077,0.14254191998742
"ENSG00000008710",5182.00878157707,0.404539834888908,0.145972294920889,2.77134667991726,0.0055824955454866,0.0412401294992558
"ENSG00000008735",19.7100642494594,0.378465888242862,0.432176975747299,0.875719692351582,0.381182437208558,0.680137607389681
"ENSG00000008838",1158.52573912739,-0.0257298840860167,0.124753943889101,-0.206245055538196,0.836599495075896,0.952349475532697
"ENSG00000008853",845.571636260842,0.364274124885514,0.17790283349581,2.04760159086557,0.0405990533490463,0.173626111265834
"ENSG00000008869",715.562444905458,0.102813344605363,0.112367270021479,0.914975905223209,0.360204279431752,0.661817883473709
"ENSG00000008952",5171.56671072198,0.0829560960477721,0.141494926483564,0.58628318420596,0.557685229403909,0.810369890850892
"ENSG00000008988",10959.3107578206,-0.0290054280900623,0.143611669247957,-0.201971248171917,0.839939201592988,0.953531953795588
"ENSG00000009307",15902.4117972056,-0.0196345853419295,0.102492947435463,-0.191570111243926,0.848078956616877,0.955902842252771
"ENSG00000009335",2127.18026041807,0.197193707147106,0.093198652021029,2.11584291050274,0.0343581702086386,0.15514445074831
"ENSG00000009413",8391.06888900911,0.969287576217047,0.150655684984769,6.4337935625532,1.24457868728313e-10,8.45253103986681e-09
"ENSG00000009694",10.1257165658402,1.2632019508081,1.217065706093,1.03790776823645,0.299312996602235,0.602686436156377
"ENSG00000009709",0,NA,NA,NA,NA,NA
"ENSG00000009724",38.9988331645701,-0.447708151653197,0.277519332575998,-1.61325031844617,0.106690135417052,0.331178950787303
"ENSG00000009765",10.717478680374,1.60313346278417,0.941617965901176,1.70253066619209,0.0886559348525968,0.29303669431309
"ENSG00000009780",176.843521397315,0.426821765706228,0.188717494440777,2.26169686584183,0.0237161385133503,0.119872593236391
"ENSG00000009790",5.5982365472662,0.32731865557822,0.709782962410769,0.461153159363654,0.644688724778183,NA
"ENSG00000009830",429.561114742382,0.117386571222001,0.142679360053018,0.822729869116189,0.410661625696164,0.706206763363997
"ENSG00000009844",867.146195689117,-0.101431793723836,0.127326807711273,-0.796625593204558,0.425668509000008,0.717374363460874
"ENSG00000009950",6.89942793039642,0.614252420235974,0.930433657703889,0.660178632995518,0.509139202375705,NA
"ENSG00000009954",2947.57029221357,-0.023365414166465,0.0833381498359328,-0.280368765234942,0.77919459817183,0.928126639486115
"ENSG00000010017",2202.06085895341,0.716872638971714,0.156810110094482,4.57159706437156,4.84020990755556e-06,0.000115259401021901
